InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Year,Month,Day,DayOfWeek,DayName,Hour,DaysSinceLatest
561900,22956,36 FOIL HEART CAKE CASES,2,2023-07-31 15:31:00,2.1,16655,United Kingdom,4.2,2023,7,31,0,Monday,15,130
573116,23094,LE GRAND TRAY CHIC SET,1,2023-10-27 15:49:00,12.5,14525,United Kingdom,12.5,2023,10,27,4,Friday,15,42
561661,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,2023-07-28 16:21:00,3.75,12743,Unspecified,3.75,2023,7,28,4,Friday,16,133
554668,22469,HEART OF WICKER SMALL,24,2023-05-25 15:19:00,1.65,18226,United Kingdom,39.6,2023,5,25,3,Thursday,15,197
568399,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2023-09-27 10:26:00,3.75,16145,United Kingdom,15.0,2023,9,27,2,Wednesday,10,73
545227,35809A,ENAMEL PINK TEA CONTAINER,6,2023-03-01 09:35:00,2.1,12428,Finland,12.6,2023,3,1,2,Wednesday,9,283
578472,85199L,LARGE HANGING IVORY & RED WOOD BIRD,24,2023-11-24 12:40:00,0.65,12476,Germany,15.6,2023,11,24,4,Friday,12,15
538513,22585,PACK OF 6 BIRDY GIFT TAGS,2,2022-12-12 14:21:00,1.25,15454,United Kingdom,2.5,2022,12,12,0,Monday,14,361
541816,22768,FAMILY PHOTO FRAME CORNICE,1,2023-01-21 15:56:00,9.95,17799,United Kingdom,9.95,2023,1,21,5,Saturday,15,321
577031,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2023-11-17 13:00:00,1.65,15298,United Kingdom,19.8,2023,11,17,4,Friday,13,21
571235,23202,JUMBO BAG VINTAGE LEAF,10,2023-10-14 14:37:00,2.08,15078,United Kingdom,20.8,2023,10,14,5,Saturday,14,55
540515,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2023-01-09 11:54:00,2.1,15059,United Kingdom,8.4,2023,1,9,0,Monday,11,334
550964,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2023-04-21 16:48:00,0.42,15856,United Kingdom,6.72,2023,4,21,4,Friday,16,231
562157,22423,REGENCY CAKESTAND 3 TIER,10,2023-08-03 11:44:00,12.75,16012,United Kingdom,127.5,2023,8,3,3,Thursday,11,128
565067,84569D,PACK 6 HEART/ICE-CREAM PATCHES,6,2023-08-31 17:16:00,1.25,15856,United Kingdom,7.5,2023,8,31,3,Thursday,17,99
562427,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2023-08-04 17:19:00,1.25,17267,United Kingdom,7.5,2023,8,4,4,Friday,17,126
553369,23092,LARGE ANTIQUE WHITE PHOTO FRAME,4,2023-05-16 14:30:00,7.9,15044,United Kingdom,31.6,2023,5,16,1,Tuesday,14,206
569767,22090,PAPER BUNTING RETROSPOT,6,2023-10-06 11:24:00,2.95,14849,United Kingdom,17.700000000000003,2023,10,6,4,Friday,11,64
536874,22449,SILK PURSE BABUSHKA PINK,1,2022-12-03 11:35:00,3.35,16891,United Kingdom,3.35,2022,12,3,5,Saturday,11,371
571270,47594B,SCOTTIES DESIGN WASHBAG,3,2023-10-16 12:09:00,1.95,12940,United Kingdom,5.85,2023,10,16,0,Monday,12,54
574550,23076,ICE CREAM SUNDAE LIP GLOSS,24,2023-11-04 15:18:00,1.25,12484,Spain,30.0,2023,11,4,5,Saturday,15,34
571498,23490,T-LIGHT HOLDER HANGING LOVE BIRD,1,2023-10-17 15:06:00,3.75,17841,United Kingdom,3.75,2023,10,17,1,Tuesday,15,52
578057,21367,MIRRORED WALL ART GENTS,1,2023-11-22 15:05:00,0.75,12920,United Kingdom,0.75,2023,11,22,2,Wednesday,15,16
542276,22282,12 EGG HOUSE PAINTED WOOD,4,2023-01-27 10:19:00,12.75,12764,Lebanon,51.0,2023,1,27,4,Friday,10,316
560305,21746,SMALL RED RETROSPOT WINDMILL,2,2023-07-18 10:49:00,1.25,16511,United Kingdom,2.5,2023,7,18,1,Tuesday,10,144
581477,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2023-12-09 08:59:00,0.85,13426,United Kingdom,10.2,2023,12,9,5,Saturday,8,0
537691,46000R,POLYESTER FILLER PAD 45x30cm,3,2022-12-08 10:39:00,1.45,13842,United Kingdom,4.35,2022,12,8,3,Thursday,10,366
570404,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-10-10 12:50:00,2.1,16395,United Kingdom,2.1,2023,10,10,1,Tuesday,12,60
569669,22782,SET 3 WICKER STORAGE BASKETS ,1,2023-10-05 13:47:00,24.95,14730,United Kingdom,24.95,2023,10,5,3,Thursday,13,64
572677,22610,PENS ASSORTED FUNNY FACE,36,2023-10-25 13:46:00,0.19,17596,United Kingdom,6.84,2023,10,25,2,Wednesday,13,44
537769,21181,PLEASE ONE PERSON METAL SIGN,1,2022-12-08 12:17:00,2.1,15021,United Kingdom,2.1,2022,12,8,3,Thursday,12,366
556910,21993,FLORAL FOLK STATIONERY SET,3,2023-06-15 13:25:00,1.25,12748,United Kingdom,3.75,2023,6,15,3,Thursday,13,176
575867,23241,TREASURE TIN GYMKHANA DESIGN,6,2023-11-11 12:44:00,2.08,15034,United Kingdom,12.48,2023,11,11,5,Saturday,12,28
557976,20961,STRAWBERRY BATH SPONGE ,1,2023-06-24 10:33:00,1.25,18118,United Kingdom,1.25,2023,6,24,5,Saturday,10,168
552472,22273,FELTCRAFT DOLL MOLLY,6,2023-05-09 15:48:00,2.95,16503,United Kingdom,17.700000000000003,2023,5,9,1,Tuesday,15,213
559017,22782,SET 3 WICKER STORAGE BASKETS ,4,2023-07-05 13:06:00,21.95,14034,United Kingdom,87.8,2023,7,5,2,Wednesday,13,156
565416,21987,PACK OF 6 SKULL PAPER CUPS,12,2023-09-04 12:00:00,0.65,12710,Germany,7.800000000000001,2023,9,4,0,Monday,12,96
554103,23003,TRAVEL CARD WALLET VINTAGE ROSE ,5,2023-05-22 13:51:00,0.42,15555,United Kingdom,2.1,2023,5,22,0,Monday,13,200
573914,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2023-11-01 15:53:00,0.29,14383,United Kingdom,6.959999999999999,2023,11,1,2,Wednesday,15,37
565198,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6,2023-09-01 16:18:00,1.45,16729,United Kingdom,8.7,2023,9,1,4,Friday,16,98
547795,85124C,GREEN JUICY FRUIT PHOTO FRAME,1,2023-03-25 12:21:00,2.55,14536,United Kingdom,2.55,2023,3,25,5,Saturday,12,259
561896,20726,LUNCH BAG WOODLAND,10,2023-07-31 15:22:00,1.65,15819,United Kingdom,16.5,2023,7,31,0,Monday,15,130
544571,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2023-02-21 13:07:00,2.1,15146,United Kingdom,12.6,2023,2,21,1,Tuesday,13,290
540795,35004B,SET OF 3 BLACK FLYING DUCKS,12,2023-01-11 12:00:00,4.65,13078,United Kingdom,55.8,2023,1,11,2,Wednesday,12,332
544688,22605,WOODEN CROQUET GARDEN SET,2,2023-02-23 08:29:00,14.95,18151,United Kingdom,29.9,2023,2,23,3,Thursday,8,289
578817,21818,GLITTER HEART DECORATION,2,2023-11-25 13:45:00,0.39,16764,United Kingdom,0.78,2023,11,25,5,Saturday,13,13
540506,22930,BAKING MOULD HEART MILK CHOCOLATE,2,2023-01-09 11:12:00,2.55,17796,United Kingdom,5.1,2023,1,9,0,Monday,11,334
564531,21584,RETROSPOT SMALL TUBE MATCHES,20,2023-08-25 15:04:00,1.65,12624,France,33.0,2023,8,25,4,Friday,15,105
568990,22960,JAM MAKING SET WITH JARS,6,2023-09-29 16:42:00,4.25,15933,United Kingdom,25.5,2023,9,29,4,Friday,16,70
580694,22076,6 RIBBONS EMPIRE  ,24,2023-12-05 16:00:00,0.39,16600,United Kingdom,9.36,2023,12,5,1,Tuesday,16,3
551420,22384,LUNCH BAG PINK POLKADOT,20,2023-04-28 14:00:00,1.65,17068,United Kingdom,33.0,2023,4,28,4,Friday,14,224
567619,22379,RECYCLING BAG RETROSPOT ,5,2023-09-21 12:28:00,2.1,15203,United Kingdom,10.5,2023,9,21,3,Thursday,12,79
580311,22423,REGENCY CAKESTAND 3 TIER,2,2023-12-02 14:48:00,12.75,18245,United Kingdom,25.5,2023,12,2,5,Saturday,14,6
547690,22273,FELTCRAFT DOLL MOLLY,6,2023-03-24 14:56:00,2.95,16063,United Kingdom,17.700000000000003,2023,3,24,4,Friday,14,259
538040,22413,METAL SIGN TAKE IT OR LEAVE IT ,3,2022-12-09 13:08:00,2.95,16520,United Kingdom,8.850000000000001,2022,12,9,4,Friday,13,364
579468,22460,EMBOSSED GLASS TEALIGHT HOLDER,4,2023-11-29 14:58:00,1.25,14711,United Kingdom,5.0,2023,11,29,2,Wednesday,14,9
571441,22469,HEART OF WICKER SMALL,1,2023-10-17 13:31:00,3.29,14096,United Kingdom,3.29,2023,10,17,1,Tuesday,13,52
557884,23073,GEORGIAN TRINKET BOX,1,2023-06-23 13:35:00,12.5,17759,United Kingdom,12.5,2023,6,23,4,Friday,13,168
570410,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2023-10-10 13:04:00,1.25,16776,United Kingdom,15.0,2023,10,10,1,Tuesday,13,59
539663,22379,RECYCLING BAG RETROSPOT ,1,2022-12-21 10:26:00,2.1,17961,United Kingdom,2.1,2022,12,21,2,Wednesday,10,353
574091,23571,TRADITIONAL NAUGHTS & CROSSES,12,2023-11-03 09:20:00,1.65,17086,United Kingdom,19.8,2023,11,3,4,Friday,9,36
542791,85206A,CREAM FELT EASTER EGG BASKET,4,2023-02-01 10:47:00,1.65,15039,United Kingdom,6.6,2023,2,1,2,Wednesday,10,311
581352,23201,JUMBO BAG ALPHABET,1,2023-12-08 12:26:00,2.08,14698,United Kingdom,2.08,2023,12,8,4,Friday,12,1
563569,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-08-17 14:47:00,3.75,18257,United Kingdom,15.0,2023,8,17,3,Thursday,14,113
573841,23313,VINTAGE CHRISTMAS BUNTING,1,2023-11-01 11:39:00,4.95,14995,United Kingdom,4.95,2023,11,1,2,Wednesday,11,38
570632,23199,JUMBO BAG APPLES,10,2023-10-11 12:27:00,2.08,17412,United Kingdom,20.8,2023,10,11,2,Wednesday,12,59
566442,23176,ABC TREASURE BOOK BOX ,8,2023-09-12 15:29:00,2.25,14732,United Kingdom,18.0,2023,9,12,1,Tuesday,15,87
546643,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2023-03-15 13:23:00,3.95,16214,United Kingdom,15.8,2023,3,15,2,Wednesday,13,268
552469,21975,PACK OF 60 DINOSAUR CAKE CASES,6,2023-05-09 15:34:00,0.55,12867,United Kingdom,3.3000000000000003,2023,5,9,1,Tuesday,15,213
574722,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2023-11-06 14:45:00,2.95,14502,United Kingdom,2.95,2023,11,6,0,Monday,14,32
573340,23201,JUMBO BAG ALPHABET,2,2023-10-30 11:55:00,2.08,14159,United Kingdom,4.16,2023,10,30,0,Monday,11,40
538163,21931,JUMBO STORAGE BAG SUKI,1,2022-12-09 17:27:00,1.95,17841,United Kingdom,1.95,2022,12,9,4,Friday,17,364
552574,22151,PLACE SETTING WHITE HEART,4,2023-05-10 12:20:00,0.42,15311,United Kingdom,1.68,2023,5,10,2,Wednesday,12,213
572913,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,2023-10-26 16:21:00,0.65,15993,United Kingdom,3.9,2023,10,26,3,Thursday,16,43
561113,20615,BLUE POLKADOT PASSPORT COVER,5,2023-07-25 12:09:00,0.75,17841,United Kingdom,3.75,2023,7,25,1,Tuesday,12,137
537208,22467,GUMBALL COAT RACK,1,2022-12-05 15:12:00,2.55,15889,United Kingdom,2.55,2022,12,5,0,Monday,15,368
546218,48138,DOORMAT UNION FLAG,4,2023-03-10 12:11:00,7.95,14667,United Kingdom,31.8,2023,3,10,4,Friday,12,274
551250,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,6,2023-04-27 12:00:00,1.25,17841,United Kingdom,7.5,2023,4,27,3,Thursday,12,226
573846,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,96,2023-11-01 11:39:00,2.1,14866,United Kingdom,201.6,2023,11,1,2,Wednesday,11,38
537826,22966,GINGERBREAD MAN COOKIE CUTTER,1,2022-12-08 14:38:00,1.25,15581,United Kingdom,1.25,2022,12,8,3,Thursday,14,365
573151,20974,12 PENCILS SMALL TUBE SKULL,4,2023-10-27 20:09:00,0.65,17602,United Kingdom,2.6,2023,10,27,4,Friday,20,42
543978,22348,TEA BAG PLATE RED RETROSPOT,10,2023-02-14 15:37:00,0.85,12867,United Kingdom,8.5,2023,2,14,1,Tuesday,15,297
542608,21175,GIN + TONIC DIET METAL SIGN,1,2023-01-30 13:51:00,2.1,16770,United Kingdom,2.1,2023,1,30,0,Monday,13,312
558232,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,2,2023-06-27 14:30:00,1.25,17841,United Kingdom,2.5,2023,6,27,1,Tuesday,14,164
553390,85059,FRENCH ENAMEL WATER BASIN,1,2023-05-16 16:41:00,3.75,17841,United Kingdom,3.75,2023,5,16,1,Tuesday,16,206
554666,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2023-05-25 14:54:00,2.95,13599,United Kingdom,23.6,2023,5,25,3,Thursday,14,197
537153,21918,SET 12 KIDS COLOUR  CHALK STICKS,17,2022-12-05 13:03:00,0.42,16718,United Kingdom,7.14,2022,12,5,0,Monday,13,368
550130,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2023-04-14 13:17:00,2.08,14390,United Kingdom,2.08,2023,4,14,4,Friday,13,238
580759,23583,LUNCH BAG PAISLEY PARK  ,10,2023-12-06 10:30:00,1.65,17593,United Kingdom,16.5,2023,12,6,2,Wednesday,10,3
570231,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,4,2023-10-09 13:44:00,0.83,16685,United Kingdom,3.32,2023,10,9,0,Monday,13,60
552658,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2023-05-10 14:57:00,0.85,14534,United Kingdom,1.7,2023,5,10,2,Wednesday,14,212
580956,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,2023-12-06 14:23:00,1.45,17841,United Kingdom,2.9,2023,12,6,2,Wednesday,14,2
572280,20719,WOODLAND CHARLOTTE BAG,2,2023-10-23 11:05:00,0.85,16007,United Kingdom,1.7,2023,10,23,0,Monday,11,47
556728,22921,HERB MARKER CHIVES ,1,2023-06-14 11:36:00,0.65,15719,United Kingdom,0.65,2023,6,14,2,Wednesday,11,178
553654,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,2023-05-18 11:08:00,1.06,13094,United Kingdom,76.32000000000001,2023,5,18,3,Thursday,11,205
564256,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2023-08-24 10:45:00,0.85,14796,United Kingdom,10.2,2023,8,24,3,Thursday,10,107
540372,21723,ALPHABET HEARTS STICKER SHEET,12,2023-01-06 16:41:00,0.85,13081,United Kingdom,10.2,2023,1,6,4,Friday,16,336
578534,23313,VINTAGE CHRISTMAS BUNTING,2,2023-11-24 14:51:00,4.95,15725,United Kingdom,9.9,2023,11,24,4,Friday,14,14
546466,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2023-03-14 11:04:00,2.1,18118,United Kingdom,2.1,2023,3,14,1,Tuesday,11,270
573442,21731,RED TOADSTOOL LED NIGHT LIGHT,36,2023-10-31 10:42:00,1.65,12488,France,59.4,2023,10,31,1,Tuesday,10,39
569206,51014L,"FEATHER PEN,LIGHT PINK",12,2023-10-02 10:58:00,0.39,15038,United Kingdom,4.68,2023,10,2,0,Monday,10,68
576655,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2023-11-16 10:55:00,0.65,15687,United Kingdom,10.4,2023,11,16,3,Thursday,10,23
556056,21500,PINK POLKADOT WRAP ,25,2023-06-08 13:35:00,0.42,17841,United Kingdom,10.5,2023,6,8,3,Thursday,13,183
578950,23508,MINI PLAYING CARDS DOLLY GIRL ,1,2023-11-27 14:40:00,0.42,17885,United Kingdom,0.42,2023,11,27,0,Monday,14,11
564742,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2023-08-28 15:01:00,1.65,17346,United Kingdom,3.3,2023,8,28,0,Monday,15,102
544462,22652,TRAVEL SEWING KIT,4,2023-02-20 14:21:00,1.65,17050,United Kingdom,6.6,2023,2,20,0,Monday,14,291
569139,23427,STOOL HOME SWEET HOME ,2,2023-09-30 14:55:00,12.5,16404,United Kingdom,25.0,2023,9,30,5,Saturday,14,69
575487,21136,PAINTED METAL PEARS ASSORTED,8,2023-11-09 17:11:00,1.69,15450,United Kingdom,13.52,2023,11,9,3,Thursday,17,29
570491,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2023-10-10 17:26:00,4.95,14395,United Kingdom,14.85,2023,10,10,1,Tuesday,17,59
562378,22153,ANGEL DECORATION STARS ON DRESS,96,2023-08-04 15:07:00,0.42,15046,United Kingdom,40.32,2023,8,4,4,Friday,15,126
569943,22906,12 MESSAGE CARDS WITH ENVELOPES,1,2023-10-06 18:08:00,1.65,14592,United Kingdom,1.65,2023,10,6,4,Friday,18,63
571241,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,2023-10-14 14:58:00,4.95,14592,United Kingdom,4.95,2023,10,14,5,Saturday,14,55
567721,23008,DOLLY GIRL BABY GIFT SET,6,2023-09-22 10:38:00,14.95,12409,Switzerland,89.69999999999999,2023,9,22,4,Friday,10,78
572283,22945,CHRISTMAS METAL TAGS ASSORTED ,36,2023-10-23 11:42:00,0.85,15000,United Kingdom,30.6,2023,10,23,0,Monday,11,47
561037,22551,PLASTERS IN TIN SPACEBOY,12,2023-07-24 11:55:00,1.65,12472,Germany,19.8,2023,7,24,0,Monday,11,138
557676,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2023-06-22 10:28:00,9.95,15804,United Kingdom,19.9,2023,6,22,3,Thursday,10,170
554865,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,2023-05-27 10:37:00,0.42,14280,United Kingdom,5.04,2023,5,27,5,Saturday,10,196
577053,22138,BAKING SET 9 PIECE RETROSPOT ,3,2023-11-17 14:17:00,4.95,13001,United Kingdom,14.85,2023,11,17,4,Friday,14,21
549312,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2,2023-04-08 09:26:00,14.95,14217,United Kingdom,29.9,2023,4,8,5,Saturday,9,245
560209,21927,BLUE/CREAM STRIPE CUSHION COVER ,6,2023-07-15 14:05:00,1.25,15004,United Kingdom,7.5,2023,7,15,5,Saturday,14,146
575607,85131C,BEADED CRYSTAL HEART BLUE ON STICK,1,2023-11-10 12:37:00,0.83,14096,United Kingdom,0.83,2023,11,10,4,Friday,12,29
541302,22470,HEART OF WICKER LARGE,6,2023-01-17 14:18:00,2.95,13769,United Kingdom,17.700000000000003,2023,1,17,1,Tuesday,14,325
580404,22813,PACK 3 BOXES BIRD PANETTONE ,12,2023-12-04 12:01:00,1.95,13596,United Kingdom,23.4,2023,12,4,0,Monday,12,5
566162,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2023-09-09 11:46:00,4.95,15249,United Kingdom,14.85,2023,9,9,5,Saturday,11,91
563377,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2023-08-16 10:44:00,1.45,15002,United Kingdom,5.8,2023,8,16,2,Wednesday,10,115
541021,22381,TOY TIDY PINK POLKADOT,5,2023-01-13 12:03:00,2.1,13093,United Kingdom,10.5,2023,1,13,4,Friday,12,330
551349,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2023-04-28 10:03:00,1.25,14740,United Kingdom,15.0,2023,4,28,4,Friday,10,225
540239,22435,SET OF 9 HEART SHAPED BALLOONS,12,2023-01-05 14:48:00,1.25,12682,France,15.0,2023,1,5,3,Thursday,14,337
546133,22561,WOODEN SCHOOL COLOURING SET,12,2023-03-09 15:20:00,1.65,14291,United Kingdom,19.8,2023,3,9,3,Thursday,15,274
568061,20711,JUMBO BAG TOYS ,1,2023-09-23 13:12:00,2.08,16910,United Kingdom,2.08,2023,9,23,5,Saturday,13,76
555524,22799,SWEETHEART WIRE FRUIT BOWL,1,2023-06-05 11:37:00,8.5,16923,United Kingdom,8.5,2023,6,5,0,Monday,11,187
543309,22475,SKULL DESIGN TV DINNER TRAY,1,2023-02-07 12:05:00,4.95,18118,United Kingdom,4.95,2023,2,7,1,Tuesday,12,305
566218,21064,BOOM BOX SPEAKER BOYS,6,2023-09-09 15:25:00,5.95,13079,United Kingdom,35.7,2023,9,9,5,Saturday,15,90
544337,22222,CAKE PLATE LOVEBIRD WHITE,3,2023-02-18 08:34:00,4.95,13425,United Kingdom,14.85,2023,2,18,5,Saturday,8,294
563848,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2023-08-19 14:57:00,0.83,14911,EIRE,9.96,2023,8,19,5,Saturday,14,111
560364,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2023-07-18 12:15:00,2.1,16705,United Kingdom,75.60000000000001,2023,7,18,1,Tuesday,12,144
560366,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2023-07-18 12:19:00,0.85,16859,United Kingdom,10.2,2023,7,18,1,Tuesday,12,144
556728,20713,JUMBO BAG OWLS,1,2023-06-14 11:36:00,2.08,15719,United Kingdom,2.08,2023,6,14,2,Wednesday,11,178
542398,22123,PING MICROWAVE APRON,1,2023-01-27 15:36:00,5.95,13174,United Kingdom,5.95,2023,1,27,4,Friday,15,315
554139,47566,PARTY BUNTING,8,2023-05-23 10:34:00,4.95,14911,EIRE,39.6,2023,5,23,1,Tuesday,10,200
565857,22197,POPCORN HOLDER,12,2023-09-07 14:13:00,0.85,14911,EIRE,10.2,2023,9,7,3,Thursday,14,92
565150,22385,JUMBO BAG SPACEBOY DESIGN,20,2023-09-01 14:26:00,1.79,14298,United Kingdom,35.8,2023,9,1,4,Friday,14,98
547938,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2023-03-28 14:33:00,0.85,13901,United Kingdom,10.2,2023,3,28,1,Tuesday,14,255
559510,23207,LUNCH BAG ALPHABET DESIGN,10,2023-07-08 15:29:00,1.65,14961,United Kingdom,16.5,2023,7,8,5,Saturday,15,153
573511,47567B,TEA TIME KITCHEN APRON,6,2023-10-31 12:25:00,5.95,12347,Iceland,35.7,2023,10,31,1,Tuesday,12,39
539311,22223,CAKE PLATE LOVEBIRD PINK,12,2022-12-16 17:53:00,1.95,14643,United Kingdom,23.4,2022,12,16,4,Friday,17,357
579708,POST,POSTAGE,4,2023-11-30 14:16:00,18.0,12682,France,72.0,2023,11,30,3,Thursday,14,8
569214,21642,ASSORTED TUTTI FRUTTI PEN,120,2023-10-02 12:22:00,0.29,14533,United Kingdom,34.8,2023,10,2,0,Monday,12,68
566281,22993,SET OF 4 PANTRY JELLY MOULDS,12,2023-09-11 14:15:00,1.25,12748,United Kingdom,15.0,2023,9,11,0,Monday,14,88
551160,22024,RAINY LADIES BIRTHDAY CARD,12,2023-04-26 15:04:00,0.42,15237,United Kingdom,5.04,2023,4,26,2,Wednesday,15,226
542277,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2023-01-27 10:30:00,2.55,14440,United Kingdom,81.6,2023,1,27,4,Friday,10,316
573531,85019B,BLOSSOM  IMAGES NOTEBOOK SET,48,2023-10-31 12:43:00,1.25,12909,United Kingdom,60.0,2023,10,31,1,Tuesday,12,39
554075,85180B,PINK HEARTS LIGHT CHAIN ,3,2023-05-22 11:29:00,4.65,16038,United Kingdom,13.95,2023,5,22,0,Monday,11,201
558328,22030,SWALLOWS GREETING CARD,12,2023-06-28 12:09:00,0.42,15146,United Kingdom,5.04,2023,6,28,2,Wednesday,12,164
571676,22624,IVORY KITCHEN SCALES,1,2023-10-18 13:29:00,8.5,16910,United Kingdom,8.5,2023,10,18,2,Wednesday,13,51
577504,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2023-11-20 12:36:00,2.95,14159,United Kingdom,5.9,2023,11,20,0,Monday,12,19
551137,22089,PAPER BUNTING VINTAGE PAISLEY,2,2023-04-26 13:05:00,2.95,15581,United Kingdom,5.9,2023,4,26,2,Wednesday,13,226
580650,21705,BAG 500g SWIRLY MARBLES,24,2023-12-05 13:30:00,0.39,14401,United Kingdom,9.36,2023,12,5,1,Tuesday,13,3
540907,21755,LOVE BUILDING BLOCK WORD,3,2023-01-12 11:52:00,5.95,13488,United Kingdom,17.85,2023,1,12,3,Thursday,11,331
552905,21735,TWO DOOR CURIO CABINET,2,2023-05-12 11:10:00,12.75,15974,United Kingdom,25.5,2023,5,12,4,Friday,11,211
545321,22386,JUMBO BAG PINK POLKADOT,20,2023-03-01 14:53:00,1.95,12747,United Kingdom,39.0,2023,3,1,2,Wednesday,14,282
569866,23350,ROLL WRAP VINTAGE SPOT ,2,2023-10-06 14:50:00,1.25,12757,Portugal,2.5,2023,10,6,4,Friday,14,63
553002,82551,LAUNDRY 15C METAL SIGN,2,2023-05-12 15:26:00,1.45,13263,United Kingdom,2.9,2023,5,12,4,Friday,15,210
557745,23078,ICE CREAM PEN LIP GLOSS ,24,2023-06-22 12:16:00,1.25,15750,United Kingdom,30.0,2023,6,22,3,Thursday,12,170
568149,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,2023-09-25 11:38:00,9.95,14285,United Kingdom,119.4,2023,9,25,0,Monday,11,75
550994,85066,CREAM SWEETHEART MINI CHEST,2,2023-04-21 19:55:00,12.75,14562,United Kingdom,25.5,2023,4,21,4,Friday,19,231
541283,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2023-01-17 12:34:00,0.55,12820,United Kingdom,13.2,2023,1,17,1,Tuesday,12,326
574965,23319,BOX OF 6 MINI 50'S CRACKERS,2,2023-11-08 10:44:00,2.49,17964,United Kingdom,4.98,2023,11,8,2,Wednesday,10,31
566913,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2023-09-15 14:07:00,0.85,17602,United Kingdom,3.4,2023,9,15,4,Friday,14,84
566229,23394,POSTE FRANCE CUSHION COVER,4,2023-09-11 10:53:00,3.75,13408,United Kingdom,15.0,2023,9,11,0,Monday,10,89
574280,23204,CHARLOTTE BAG APPLES DESIGN,30,2023-11-03 14:47:00,0.85,13408,United Kingdom,25.5,2023,11,3,4,Friday,14,35
572513,22193,RED DINER WALL CLOCK,1,2023-10-24 14:36:00,8.5,16728,United Kingdom,8.5,2023,10,24,1,Tuesday,14,45
548210,22227,HANGING HEART MIRROR DECORATION ,3,2023-03-29 17:23:00,0.65,14606,United Kingdom,1.95,2023,3,29,2,Wednesday,17,254
555845,21877,HOME SWEET HOME MUG,1,2023-06-07 13:19:00,1.25,17015,United Kingdom,1.25,2023,6,7,2,Wednesday,13,184
566420,22779,WOODEN OWLS LIGHT GARLAND ,2,2023-09-12 13:50:00,4.25,16360,United Kingdom,8.5,2023,9,12,1,Tuesday,13,87
562778,21175,GIN + TONIC DIET METAL SIGN,24,2023-08-09 12:55:00,2.55,17591,United Kingdom,61.2,2023,8,9,2,Wednesday,12,121
566219,22993,SET OF 4 PANTRY JELLY MOULDS,12,2023-09-09 15:51:00,1.25,17426,United Kingdom,15.0,2023,9,9,5,Saturday,15,90
539088,20726,LUNCH BAG WOODLAND,30,2022-12-16 09:45:00,1.65,13093,United Kingdom,49.5,2022,12,16,4,Friday,9,358
567939,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,2023-09-22 18:15:00,0.39,16715,United Kingdom,18.72,2023,9,22,4,Friday,18,77
