Orders,Total_Spend,Avg_Order_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Products,Customer_Lifetime_Days,Recency_Days,Customer_Type
11,9068.26,101.89,4252,2022-12-09 10:00:00,2023-12-07 13:14:00,28,363,1,VIP
3,1320.95,3.86,720,2023-02-01 14:01:00,2023-10-25 14:35:00,283,266,44,Regular
3,450.41,4.69,178,2022-12-17 17:23:00,2023-11-24 13:40:00,82,341,14,Regular
10,3124.72,5.88,1724,2022-12-13 14:16:00,2023-11-27 15:18:00,292,349,11,VIP
2,585.27,21.68,126,2023-08-10 11:23:00,2023-11-11 08:39:00,26,92,28,Regular
2,245.94,15.37,194,2023-03-10 15:21:00,2023-09-26 13:48:00,16,199,73,Regular
2,418.68,3.81,559,2023-11-18 12:08:00,2023-11-18 12:22:00,99,0,21,Regular
3,536.68,24.39,174,2022-12-08 12:51:00,2023-09-29 17:27:00,22,295,70,Regular
6,2274.14,15.37,932,2023-07-14 18:28:00,2023-12-06 11:05:00,122,144,3,VIP
1,309.4,23.8,120,2023-07-14 10:52:00,2023-07-14 10:52:00,13,0,148,Regular
4,1797.78,16.34,1224,2023-03-22 14:24:00,2023-11-28 13:54:00,97,250,10,Regular
1,890.85,18.95,489,2023-10-04 12:43:00,2023-10-04 12:43:00,47,0,66,Regular
1,316.26,17.57,162,2023-02-01 11:58:00,2023-02-01 11:58:00,18,0,311,At Risk
1,225.36,4.02,89,2023-11-20 12:30:00,2023-11-20 12:30:00,56,0,19,Regular
20,8694.26,34.5,6673,2022-12-02 10:17:00,2023-12-07 09:32:00,88,369,2,VIP
7,4478.53,19.47,2752,2023-07-22 13:59:00,2023-11-29 12:07:00,162,129,10,VIP
3,2511.69,21.65,952,2023-03-07 10:28:00,2023-10-03 09:45:00,115,209,67,High Value
1,100.9,33.63,22,2023-11-25 13:33:00,2023-11-25 13:33:00,3,0,13,Regular
1,559.12,21.5,171,2023-03-01 14:11:00,2023-03-01 14:11:00,26,0,282,At Risk
3,2134.01,20.32,1110,2023-07-19 15:55:00,2023-12-04 13:54:00,91,137,4,High Value
60,259657.3,602.45,64124,2022-12-07 16:42:00,2023-12-09 11:50:00,150,366,0,VIP
1,655.58,13.95,588,2023-11-15 12:42:00,2023-11-15 12:42:00,45,0,24,Regular
10,2079.68,12.38,1093,2023-01-31 14:02:00,2023-11-27 11:05:00,99,299,12,VIP
2,675.8,13.79,766,2023-01-14 10:10:00,2023-09-26 10:03:00,49,254,74,Regular
1,247.32,15.46,225,2023-11-29 08:07:00,2023-11-29 08:07:00,16,0,10,Regular
2,160.35,16.04,153,2023-05-03 16:35:00,2023-07-22 12:08:00,10,79,140,Regular
4,740.94,16.11,672,2022-12-15 13:37:00,2023-08-04 14:01:00,34,232,126,Regular
1,290.36,19.36,106,2023-06-21 12:02:00,2023-06-21 12:02:00,15,0,171,Regular
1,475.86,10.57,160,2023-06-21 11:19:00,2023-06-21 11:19:00,41,0,171,Regular
2,511.35,18.26,325,2023-03-28 14:59:00,2023-11-16 14:20:00,28,232,22,Regular
3,1259.43,7.0,639,2023-11-14 17:40:00,2023-11-27 13:35:00,148,12,11,Regular
2,490.33,3.89,368,2023-11-22 11:18:00,2023-12-08 11:53:00,122,16,1,Regular
1,246.04,16.4,179,2023-04-12 13:10:00,2023-04-12 13:10:00,15,0,240,At Risk
1,84.3,16.86,11,2023-02-09 13:50:00,2023-02-09 13:50:00,5,0,302,At Risk
1,151.04,11.62,130,2023-11-07 15:49:00,2023-11-07 15:49:00,13,0,31,Regular
2,758.92,13.8,716,2023-03-21 13:01:00,2023-09-13 14:53:00,55,176,86,Regular
1,289.96,32.22,220,2023-07-04 13:19:00,2023-07-04 13:19:00,9,0,157,Regular
1,1714.96,114.33,728,2023-10-07 15:13:00,2023-10-07 15:13:00,15,0,62,Regular
4,1340.7,16.15,897,2023-02-22 14:55:00,2023-08-12 12:41:00,71,170,119,Regular
1,458.92,17.65,314,2022-12-10 10:21:00,2022-12-10 10:21:00,26,0,364,At Risk
1,426.63,20.32,139,2023-10-03 14:52:00,2023-10-03 14:52:00,21,0,66,Regular
3,4599.42,76.66,2572,2023-02-01 12:03:00,2023-07-24 10:54:00,55,172,138,High Value
2,2209.85,51.39,919,2023-02-16 10:53:00,2023-07-14 10:41:00,37,147,148,High Value
3,1390.5,57.94,1574,2023-02-16 12:13:00,2023-07-29 11:45:00,23,162,133,Regular
4,1594.23,21.26,493,2023-03-11 13:56:00,2023-06-29 15:33:00,72,110,162,Regular
3,414.04,19.72,191,2023-06-09 19:40:00,2023-10-05 13:10:00,18,117,64,Regular
1,106.83,15.26,81,2023-01-25 11:59:00,2023-01-25 11:59:00,7,0,318,At Risk
3,335.03,3.64,184,2022-12-12 12:08:00,2023-10-25 13:20:00,77,317,44,Regular
1,203.87,50.97,241,2023-05-04 13:22:00,2023-05-04 13:22:00,4,0,218,At Risk
1,35.8,35.8,4,2023-02-01 16:18:00,2023-02-01 16:18:00,1,0,310,At Risk
11,4196.01,40.74,1275,2022-12-05 15:38:00,2023-12-07 14:34:00,42,366,1,VIP
1,426.6,26.66,188,2023-05-10 13:22:00,2023-05-10 13:22:00,16,0,212,At Risk
2,632.07,17.08,371,2023-03-10 10:08:00,2023-04-26 15:26:00,36,47,226,At Risk
10,1863.76,5.28,1215,2023-03-08 15:45:00,2023-12-07 14:01:00,211,273,1,Frequent
6,3100.09,20.13,1646,2023-04-18 10:04:00,2023-09-05 15:56:00,108,140,94,VIP
1,394.38,20.76,140,2023-11-14 13:51:00,2023-11-14 13:51:00,19,0,24,Regular
6,4147.96,17.73,3044,2023-03-30 11:48:00,2023-11-20 10:15:00,188,234,19,VIP
2,1021.48,24.32,1376,2022-12-23 14:06:00,2023-10-24 15:05:00,40,305,45,Regular
2,1269.1,27.59,672,2023-09-12 11:25:00,2023-10-03 13:49:00,44,21,66,Regular
1,166.08,20.76,150,2023-11-18 14:52:00,2023-11-18 14:52:00,8,0,20,Regular
2,218.25,19.84,73,2023-02-28 10:40:00,2023-05-22 14:40:00,11,83,200,At Risk
7,2092.32,27.53,1134,2023-06-16 09:15:00,2023-12-09 09:08:00,63,175,0,VIP
2,173.16,21.65,60,2023-09-30 10:44:00,2023-10-20 14:33:00,8,20,49,Regular
1,297.0,21.21,308,2023-11-21 12:18:00,2023-11-21 12:18:00,14,0,18,Regular
2,729.54,19.2,366,2023-01-27 13:29:00,2023-06-05 11:36:00,36,128,187,At Risk
2,920.1,57.51,176,2023-01-18 08:46:00,2023-10-30 11:42:00,15,285,40,Regular
1,329.36,4.39,457,2023-12-06 11:58:00,2023-12-06 11:58:00,72,0,3,Regular
2,453.0,18.12,260,2022-12-09 10:33:00,2023-03-27 11:59:00,23,108,257,At Risk
3,816.73,24.75,145,2023-01-25 14:00:00,2023-05-12 11:57:00,23,106,211,At Risk
7,1926.65,8.23,945,2023-01-05 13:40:00,2023-12-08 13:45:00,154,337,0,Frequent
1,151.5,4.09,96,2023-11-17 15:08:00,2023-11-17 15:08:00,37,0,21,Regular
4,414.76,15.36,240,2023-02-14 14:29:00,2023-11-16 15:49:00,26,275,22,Regular
9,4642.57,16.35,2133,2022-12-02 11:57:00,2023-11-29 13:49:00,135,362,9,VIP
1,178.26,9.9,43,2023-11-21 12:59:00,2023-11-21 12:59:00,18,0,17,Regular
1,312.98,34.78,182,2023-10-06 08:25:00,2023-10-06 08:25:00,9,0,64,Regular
8,2527.92,19.3,1896,2023-01-31 11:25:00,2023-11-15 09:41:00,120,287,24,VIP
2,833.78,13.45,826,2023-05-11 12:53:00,2023-06-15 12:39:00,62,34,177,Regular
13,9785.97,29.04,5490,2023-01-17 12:45:00,2023-12-05 14:51:00,166,322,3,VIP
2,3192.54,96.74,1964,2023-11-01 12:45:00,2023-12-02 16:32:00,32,31,6,High Value
2,315.06,17.5,154,2023-05-25 09:18:00,2023-07-08 08:45:00,16,43,154,Regular
1,598.73,4.68,281,2023-11-15 14:48:00,2023-11-15 14:48:00,128,0,23,Regular
1,110.95,36.98,21,2023-01-11 11:15:00,2023-01-11 11:15:00,3,0,332,At Risk
9,2332.15,16.78,1211,2023-01-10 15:51:00,2023-10-12 09:10:00,121,274,58,VIP
2,225.58,18.8,138,2023-05-22 10:53:00,2023-09-28 15:02:00,10,129,71,Regular
1,403.25,80.65,43,2022-12-08 13:08:00,2022-12-08 13:08:00,5,0,365,At Risk
1,475.37,16.39,235,2023-02-03 17:01:00,2023-02-03 17:01:00,29,0,308,At Risk
2,272.07,20.93,109,2023-05-31 13:50:00,2023-10-06 13:41:00,13,127,63,Regular
1,409.57,22.75,183,2023-03-24 16:23:00,2023-03-24 16:23:00,18,0,259,At Risk
2,1019.52,67.97,1276,2023-05-08 12:31:00,2023-07-05 13:19:00,9,58,156,Regular
1,300.42,14.31,238,2022-12-23 14:35:00,2022-12-23 14:35:00,21,0,350,At Risk
1,145.92,16.21,80,2023-02-24 10:34:00,2023-02-24 10:34:00,9,0,288,At Risk
8,1852.67,6.99,1135,2022-12-19 14:03:00,2023-08-28 11:01:00,153,251,103,Frequent
4,2291.19,21.82,1376,2023-06-24 13:35:00,2023-12-07 15:02:00,82,166,1,High Value
2,578.9,23.16,194,2023-01-27 14:35:00,2023-11-15 11:56:00,20,291,24,Regular
4,874.59,24.99,407,2023-10-27 14:56:00,2023-12-05 10:18:00,33,38,4,Regular
9,1540.42,30.2,504,2022-12-07 17:19:00,2023-11-22 11:24:00,45,349,17,Frequent
12,1927.32,80.31,1716,2022-12-06 10:34:00,2023-11-18 14:07:00,4,347,20,Frequent
1,369.2,18.46,184,2023-05-16 14:58:00,2023-05-16 14:58:00,20,0,206,At Risk
3,4188.0,18.86,1976,2023-05-11 13:20:00,2023-11-24 15:01:00,195,197,14,High Value
1,145.93,3.24,62,2022-12-08 12:06:00,2022-12-08 12:06:00,44,0,366,At Risk
1,161.64,23.09,156,2023-11-14 13:08:00,2023-11-14 13:08:00,7,0,24,Regular
1,457.34,17.59,281,2023-05-31 13:17:00,2023-05-31 13:17:00,26,0,191,At Risk
4,1824.37,24.65,1353,2023-05-17 16:23:00,2023-11-09 16:03:00,58,175,29,Regular
14,1964.3,10.39,835,2022-12-10 10:47:00,2023-11-13 11:30:00,121,338,26,Frequent
1,363.2,6.49,247,2023-11-10 15:32:00,2023-11-10 15:32:00,50,0,28,Regular
2,712.29,17.81,474,2023-06-16 12:55:00,2023-08-12 09:11:00,34,56,119,Regular
3,1567.48,18.66,710,2022-12-02 11:45:00,2023-11-10 16:58:00,70,343,28,Regular
1,112.75,14.09,29,2023-01-30 14:03:00,2023-01-30 14:03:00,8,0,312,At Risk
1,76.5,76.5,18,2023-07-29 15:12:00,2023-07-29 15:12:00,1,0,132,Regular
8,716.0,11.02,973,2022-12-17 13:56:00,2023-11-18 13:45:00,60,335,20,Frequent
8,5891.61,18.35,4253,2022-12-13 10:31:00,2023-11-09 13:54:00,255,331,29,VIP
3,1200.62,16.45,634,2022-12-06 15:38:00,2023-08-31 13:31:00,57,267,99,Regular
3,981.18,18.87,680,2023-03-04 09:32:00,2023-11-10 10:40:00,46,251,29,Regular
2,606.91,17.34,334,2023-10-11 11:03:00,2023-12-06 14:40:00,35,56,2,Regular
10,3957.43,13.02,1850,2023-01-23 11:15:00,2023-11-27 11:18:00,200,308,12,VIP
1,6.2,3.1,2,2023-10-07 09:19:00,2023-10-07 09:19:00,2,0,63,Regular
1,257.23,13.54,209,2023-04-01 10:05:00,2023-04-01 10:05:00,19,0,252,At Risk
12,5719.82,68.09,4600,2022-12-14 13:58:00,2023-06-29 15:42:00,62,197,162,VIP
10,2712.91,17.28,1307,2022-12-06 10:43:00,2023-11-10 09:52:00,86,338,29,VIP
2,1189.59,19.19,536,2023-02-09 14:44:00,2023-11-21 09:11:00,51,284,18,Regular
2,222.4,5.56,87,2023-07-19 13:05:00,2023-11-28 13:37:00,37,132,10,Regular
3,1013.26,21.56,552,2023-08-24 09:23:00,2023-11-14 15:03:00,39,82,24,Regular
2,283.47,4.23,354,2023-04-06 10:07:00,2023-09-28 16:07:00,67,175,71,Regular
1,270.8,10.83,87,2023-10-02 12:04:00,2023-10-02 12:04:00,25,0,68,Regular
4,225.26,2.68,291,2023-03-18 12:26:00,2023-07-01 13:07:00,74,105,160,Regular
9,2993.1,18.03,1310,2023-01-13 15:13:00,2023-12-01 08:33:00,119,321,8,VIP
3,1516.24,27.57,530,2023-03-24 11:38:00,2023-06-30 10:09:00,25,97,162,Regular
22,8347.2,15.15,7050,2022-12-09 10:04:00,2023-12-05 09:04:00,292,360,4,VIP
4,2861.55,12.95,2625,2023-01-31 12:10:00,2023-11-27 11:22:00,174,299,12,High Value
2,152.4,30.48,144,2023-01-07 13:30:00,2023-06-07 15:03:00,3,151,184,At Risk
1,534.31,3.79,486,2023-08-24 14:53:00,2023-08-24 14:53:00,124,0,106,Regular
7,2064.95,17.8,1080,2023-03-20 10:17:00,2023-11-23 17:10:00,82,248,15,VIP
2,466.73,4.28,237,2023-03-22 13:46:00,2023-10-04 15:21:00,101,196,65,Regular
4,1048.28,3.99,671,2023-03-20 13:28:00,2023-10-24 14:36:00,218,218,45,Regular
2,163.62,18.18,210,2023-11-09 15:36:00,2023-12-04 11:32:00,9,24,5,Regular
1,560.67,16.49,324,2023-04-10 15:25:00,2023-04-10 15:25:00,34,0,242,At Risk
18,6680.11,15.05,4660,2022-12-16 11:43:00,2023-12-05 12:33:00,234,354,4,VIP
4,2724.81,26.2,1127,2023-06-07 09:49:00,2023-11-18 11:27:00,77,164,21,High Value
1,65.13,2.25,38,2023-02-27 10:13:00,2023-02-27 10:13:00,29,0,285,At Risk
1,353.27,29.44,121,2023-12-01 11:20:00,2023-12-01 11:20:00,12,0,8,Regular
4,1258.08,5.52,820,2022-12-06 12:55:00,2023-11-28 13:06:00,166,357,10,Regular
3,207.74,18.89,60,2023-07-01 12:34:00,2023-07-22 10:06:00,10,20,140,Regular
32,4124.69,21.94,1801,2023-04-01 13:47:00,2023-12-07 16:24:00,92,250,1,VIP
2,500.42,15.16,370,2023-07-05 13:38:00,2023-11-24 16:31:00,31,142,14,Regular
4,867.38,12.22,521,2023-01-12 13:27:00,2023-11-15 12:10:00,60,306,24,Regular
4,1420.2,15.27,938,2022-12-06 11:03:00,2023-10-17 10:10:00,84,314,53,Regular
2,399.19,19.01,255,2023-10-27 10:40:00,2023-12-06 16:41:00,15,40,2,Regular
2,172.29,24.61,127,2023-05-20 14:54:00,2023-05-20 14:58:00,6,0,202,At Risk
1,189.5,18.95,82,2023-06-16 13:48:00,2023-06-16 13:48:00,10,0,175,Regular
5,1427.57,7.59,1163,2022-12-07 14:31:00,2023-11-24 12:48:00,145,351,15,Regular
2,486.69,24.33,433,2023-09-30 12:30:00,2023-11-17 15:34:00,17,48,21,Regular
2,7829.89,217.5,2055,2023-03-17 07:40:00,2023-09-21 09:06:00,31,188,79,High Value
37,16587.09,23.04,9526,2022-12-01 15:06:00,2023-11-30 16:22:00,233,364,8,VIP
13,4684.76,18.09,3662,2023-05-03 10:30:00,2023-12-08 09:23:00,145,218,1,VIP
6,1175.38,15.67,874,2023-04-07 12:04:00,2023-08-07 14:16:00,64,122,123,Frequent
1,480.38,3.64,286,2023-10-19 15:08:00,2023-10-19 15:08:00,121,0,50,Regular
2,333.97,19.65,70,2023-04-08 12:20:00,2023-07-08 10:20:00,15,90,154,Regular
2,621.29,12.68,711,2023-04-19 15:46:00,2023-09-25 12:54:00,47,158,74,Regular
7,4582.64,26.8,2668,2023-02-24 09:28:00,2023-10-27 14:40:00,102,245,42,VIP
3,849.06,4.33,788,2023-10-07 11:55:00,2023-11-28 12:44:00,157,52,11,Regular
3,1226.88,20.11,829,2023-06-23 13:51:00,2023-09-26 10:16:00,43,94,74,Regular
1,38.1,12.7,30,2022-12-02 09:37:00,2022-12-02 09:37:00,3,0,372,At Risk
11,5655.99,23.09,3072,2023-03-17 10:38:00,2023-11-17 12:00:00,171,245,22,VIP
5,2178.67,23.94,1280,2023-03-31 12:51:00,2023-10-31 12:43:00,78,213,39,High Value
2,703.36,20.1,329,2023-09-14 13:54:00,2023-11-08 14:53:00,35,55,30,Regular
3,1255.0,251.0,3700,2022-12-08 15:10:00,2023-09-08 12:58:00,3,273,91,Regular
1,298.11,18.63,207,2023-03-21 11:52:00,2023-03-21 11:52:00,16,0,263,At Risk
1,345.82,16.47,466,2023-11-11 15:54:00,2023-11-11 15:54:00,21,0,27,Regular
1,133.35,16.67,32,2023-02-08 17:16:00,2023-02-08 17:16:00,8,0,303,At Risk
2,376.64,12.99,428,2023-05-11 11:34:00,2023-10-12 08:56:00,28,153,58,Regular
41,16225.39,76.53,6149,2023-01-11 12:29:00,2023-12-08 13:22:00,80,331,0,VIP
2,1628.12,21.14,944,2022-12-20 09:37:00,2023-01-28 15:45:00,72,39,314,At Risk
5,1253.36,104.45,367,2022-12-08 13:30:00,2023-10-18 12:56:00,9,313,51,Regular
11,5228.05,21.6,3466,2023-01-06 09:00:00,2023-10-26 13:36:00,141,293,43,VIP
1,704.04,37.05,262,2023-09-26 15:35:00,2023-09-26 15:35:00,19,0,73,Regular
5,2062.7,24.56,1472,2022-12-15 15:45:00,2023-11-04 14:24:00,59,323,34,High Value
4,675.64,4.44,332,2022-12-02 15:46:00,2023-06-15 12:01:00,131,194,177,Regular
3,380.02,8.44,256,2023-05-11 13:06:00,2023-10-23 15:54:00,38,165,46,Regular
2,971.74,14.95,800,2023-11-21 16:36:00,2023-11-21 16:36:00,65,0,17,Regular
7,1771.2,161.02,672,2023-10-10 11:12:00,2023-11-25 15:15:00,4,46,13,Frequent
3,316.11,17.56,196,2023-01-07 10:55:00,2023-06-28 09:10:00,18,171,164,Regular
23,26879.04,497.76,19256,2022-12-09 11:35:00,2023-12-05 13:13:00,19,361,3,VIP
1,130.74,11.89,134,2023-10-24 15:19:00,2023-10-24 15:19:00,11,0,45,Regular
2,195.55,15.04,92,2023-02-25 14:03:00,2023-10-04 14:31:00,13,221,65,Regular
2,1013.04,26.66,486,2023-09-01 17:45:00,2023-09-22 13:00:00,38,20,77,Regular
3,1298.66,5.65,952,2023-07-20 13:53:00,2023-11-20 12:11:00,152,122,19,Regular
1,110.97,9.25,24,2023-04-10 11:58:00,2023-04-10 11:58:00,12,0,243,At Risk
1,333.74,66.75,297,2023-03-17 12:18:00,2023-03-17 12:18:00,5,0,267,At Risk
1,957.97,21.29,339,2023-09-29 09:53:00,2023-09-29 09:53:00,45,0,71,Regular
1,361.54,9.51,80,2023-03-24 13:41:00,2023-03-24 13:41:00,33,0,259,At Risk
2,657.16,6.64,364,2023-10-03 11:34:00,2023-12-01 13:41:00,94,59,7,Regular
1,321.79,5.65,93,2022-12-02 13:49:00,2022-12-02 13:49:00,56,0,371,At Risk
1,225.12,5.63,147,2023-10-27 16:23:00,2023-10-27 16:23:00,39,0,42,Regular
2,876.42,16.85,490,2023-01-20 15:00:00,2023-04-21 14:21:00,49,90,231,At Risk
3,881.07,18.36,431,2023-03-28 15:42:00,2023-07-24 15:46:00,44,118,137,Regular
2,1090.24,16.03,566,2023-03-17 09:49:00,2023-09-23 12:40:00,65,190,77,Regular
11,4257.82,69.8,2678,2023-01-10 09:48:00,2023-11-16 16:20:00,34,310,22,VIP
3,3049.88,10.0,2169,2023-02-23 12:27:00,2023-10-18 13:15:00,226,237,51,High Value
2,77.4,25.8,84,2023-11-24 13:40:00,2023-11-29 13:21:00,2,4,9,Regular
1,225.6,20.51,94,2023-01-20 13:49:00,2023-01-20 13:49:00,11,0,322,At Risk
1,283.55,13.5,164,2023-09-29 17:52:00,2023-09-29 17:52:00,21,0,70,Regular
1,43.2,14.4,32,2023-11-21 08:57:00,2023-11-21 08:57:00,3,0,18,Regular
1,307.72,14.65,336,2023-06-07 15:04:00,2023-06-07 15:04:00,21,0,184,At Risk
4,1281.32,18.3,770,2023-10-19 16:05:00,2023-12-01 15:47:00,66,42,7,Regular
1,324.92,15.47,166,2023-05-31 14:14:00,2023-05-31 14:14:00,21,0,191,At Risk
3,711.86,25.42,363,2022-12-01 10:29:00,2023-12-02 12:32:00,25,366,7,Regular
4,986.48,20.13,843,2022-12-08 12:45:00,2023-11-22 10:34:00,43,348,17,Regular
1,349.27,16.63,199,2023-02-02 13:16:00,2023-02-02 13:16:00,21,0,309,At Risk
2,1186.35,19.77,800,2023-05-19 10:16:00,2023-10-25 15:36:00,57,159,44,Regular
13,4745.69,17.51,2704,2023-06-05 15:36:00,2023-11-30 12:32:00,196,177,9,VIP
2,355.05,7.4,167,2023-07-11 11:58:00,2023-10-26 15:39:00,40,107,43,Regular
10,3237.54,18.82,1391,2022-12-01 08:34:00,2023-11-08 12:06:00,106,342,31,VIP
2,770.03,17.91,786,2023-09-28 08:48:00,2023-10-28 10:45:00,43,30,42,Regular
3,553.44,34.59,264,2023-01-06 11:59:00,2023-11-30 13:45:00,10,328,8,Regular
7,2154.97,76.96,1981,2023-04-13 14:17:00,2023-12-01 13:40:00,8,231,7,VIP
4,1475.81,73.79,519,2023-04-06 14:23:00,2023-08-01 12:57:00,17,116,129,Regular
3,1384.86,37.43,382,2023-08-26 11:40:00,2023-11-16 15:56:00,24,82,22,Regular
1,91.68,18.34,105,2023-11-10 11:53:00,2023-11-10 11:53:00,5,0,29,Regular
4,1066.15,30.46,565,2023-04-15 14:14:00,2023-11-09 10:16:00,30,207,30,Regular
5,310.06,8.38,184,2022-12-10 11:11:00,2023-02-02 14:25:00,35,54,309,At Risk
6,319.5,19.97,169,2022-12-02 13:45:00,2023-02-01 14:46:00,12,61,310,At Risk
1,379.14,21.06,436,2023-09-28 16:45:00,2023-09-28 16:45:00,18,0,71,Regular
4,869.46,15.25,800,2023-04-11 14:40:00,2023-11-30 10:45:00,56,232,9,Regular
5,1257.68,30.68,417,2023-04-13 09:32:00,2023-12-05 10:19:00,30,236,4,Regular
3,350.82,3.58,273,2023-06-19 13:51:00,2023-07-06 11:22:00,67,16,156,Regular
2,159.85,19.98,101,2023-06-22 11:35:00,2023-07-13 08:48:00,8,20,149,Regular
6,1122.36,4.33,673,2022-12-03 14:18:00,2023-11-29 15:23:00,193,361,9,Frequent
16,3352.96,15.97,2035,2022-12-08 16:34:00,2023-12-01 16:31:00,99,357,7,VIP
1,773.55,6.34,325,2023-01-25 13:38:00,2023-01-25 13:38:00,120,0,317,At Risk
9,6868.29,20.56,3997,2022-12-17 15:58:00,2023-11-24 13:17:00,228,341,14,VIP
8,965.16,6.94,437,2022-12-06 11:38:00,2023-10-30 11:25:00,105,327,40,Frequent
5,5112.96,113.62,2364,2022-12-02 10:17:00,2023-11-18 09:43:00,24,350,21,High Value
1,120.03,2.61,157,2023-12-05 14:49:00,2023-12-05 14:49:00,46,0,3,Regular
2,517.36,16.17,192,2023-09-26 12:02:00,2023-11-03 13:22:00,30,38,35,Regular
